Student_ID,College,Year_of_Study,Branch,CGPA,Backlogs_Active,Primary_Domain,Languages_Known,Frameworks_Known,LeetCode_Easy_Solved,LeetCode_Medium_Solved,LeetCode_Hard_Solved,Total_LeetCode_Solved,DSA_Consistency_Score_0to1,Daily_Coding_Streak_Days,Competitive_Programming_Tier,Number_of_Internships,Best_Internship_Quality,Number_of_Projects,Best_Project_Type,GitHub_Commit_Activity,Open_Source_PRs_Merged,System_Design_Level,System_Design_Books_Read,OS_Networking_Knowledge,Communication_Skill,Attitude_Towards_Prep,Mock_Interviews_Done,Behavioral_Prep_Level,Reading_Habits,Certifications,Hackathon_Wins,LinkedIn_Followers,Tech_Blog_Posts_Written,Resume_Quality,Referral_Status,Networking_Effort,Consistency_Score_0to1,Interview_Rounds_Cleared,Final_Offer_Status,FAANG_Ready_Label
T3CS0065,RJIT Gwalior,4,CSE,6.76,0,DevOps,"Python, Bash, C++, TypeScript, Go","Next.js, FastAPI, Django, Node.js",212,148,53,413,0.6,259,Expert (CF),1,No Internship,7,Original Team,Monthly,20,Surface knowledge,DDIA,None,Good,Highly Motivated,15,Basic (STAR method),Daily Tech Reading,Coursera Specialization,0,4616,0,Average,Professor Referral,None,0.6,3,Offer from Startup,No
T3CS0066,Acropolis Institute,4,CSE,7.94,0,ML/AI,"SQL, C++, Python, JavaScript","React, Spring Boot",147,231,26,404,0.75,414,Top 50% LeetCode,1,Startup (<10 emp),11,Original Solo,Monthly,15,Surface knowledge,None,None,Average,Motivated,10,Fully Prepped,Books (DSA/System Design),None,2,9,3,No Resume Yet,Yes - Strong Referral,Passive (just LinkedIn),0.63,4,No Offer,No
T3CS0067,IIST Indore,3,CSE,6.13,0,Data Engineering,"SQL, TypeScript, JavaScript, Python, Kotlin, Java","Django, Spring Boot, FastAPI, Flutter, React, TensorFlow",204,191,78,473,0.37,290,Top 50% LeetCode,2,Open Source Contribution Only,9,Original Team,None,0,No idea,Grokking + DDIA,Strong,Good,Neutral,3,None,Weekly Tech Blogs,AWS Certified,2,2425,0,Average,Yes - Strong Referral,Passive (just LinkedIn),0.71,3,Offer from Startup,No
T3CS0068,Malwa Institute,4,CSE,9.11,0,Backend,"Java, SQL, JavaScript",TensorFlow,129,82,12,223,0.17,32,LeetCode Knight (near),1,No Internship,4,Original Solo,None,10,No idea,Grokking SD,Weak,Excellent,Motivated,10,Practiced 30+,Rarely,Multiple Certs,1,1660,3,ATS Optimized,Alumni Referral,Passive (just LinkedIn),1.0,1,No Offer,No
T3CS0069,Medicaps University,4,CSE,5.84,5,Systems,"TypeScript, JavaScript, Go, Python, Java","Node.js, PyTorch, Flutter, React",155,285,84,524,0.21,361,Specialist (CF),1,Open Source Contribution Only,8,Original Team,Monthly,3,Knows basics well,Multiple SD Books,None,Average,Motivated,30,Fully Prepped,Daily Tech Reading,Google ML Crash Course,5,2631,5,Good but not ATS,Yes - Weak Referral,None,0.59,1,Multiple FAANG Offers,Yes
T3CS0070,SGSITS Indore,3,CSE,9.94,0,Android/iOS,"SQL, Rust, Go",TensorFlow,163,137,37,337,0.28,344,Pupil,1,No Internship,6,Original Team,Monthly,20,Knows basics well,None,Strong,Average,Motivated,15,Basic (STAR method),Occasional,Google ML Crash Course,1,4815,2,Average,No Referral,Strong Network,0.48,0,No Offer,No
T3CS0071,LNCT Bhopal,3,CSE,8.98,0,Android/iOS,"Kotlin, SQL, Rust, Java, JavaScript","PyTorch, Express",203,69,61,333,0.7,256,Candidate Master,0,Small Startup (10-50),10,Original Team,Weekly,0,Knows basics well,None,None,Average,Highly Motivated,2,None,Rarely,AWS Certified,3,1072,0,ATS Optimized + Strong,Yes - Strong Referral,None,0.61,2,No Offer,No
T3CS0072,NRI Institute,3,CSE,6.39,0,Cybersecurity,C++,React,113,86,10,209,0.4,244,Specialist (CF),1,Service Company (Tier-2),6,Original Team,Weekly,15,Surface knowledge,Grokking + DDIA,Moderate,Good,Motivated,5,Basic (STAR method),Daily Tech Reading,GCP Associate,0,3225,0,ATS Optimized,Professor Referral,Passive (just LinkedIn),0.96,1,No Offer,No
T3CS0073,LNCT Bhopal,2,CSE,5.52,0,ML/AI,"C++, Python","TensorFlow, Express, Next.js",133,41,0,174,0.12,42,Specialist (CF),0,No Internship,1,Original Solo,Daily,1,Not started,None,Weak,Excellent,Neutral,10,Practiced 30+,Never,AWS Certified,3,4954,0,No Resume Yet,Yes - Weak Referral,Active Outreach,0.58,5,No Offer,No
T3CS0074,Malwa Institute,3,CSE,9.17,0,Systems,"TypeScript, Python, Go, SQL, Kotlin","FastAPI, TensorFlow, Flutter",122,65,43,230,0.79,106,Top 50% LeetCode,2,Startup (<10 emp),4,Original Solo,Monthly,0,No idea,None,None,Average,Motivated,20,Practiced 10+,Never,None,0,1316,0,Good but not ATS,Yes - Strong Referral,None,0.83,5,Offer from Mid Company,No
T3CS0075,Chameli Devi Group,2,CSE,8.68,0,Data Engineering,"Python, Go, JavaScript, Rust, C++",Node.js,63,0,4,67,0.12,197,Top 50% LeetCode,1,Open Source Contribution Only,2,Original Team,Rarely,0,Not started,Grokking SD,Moderate,Average,Motivated,7,Basic (STAR method),Books (DSA/System Design),Coursera Specialization,0,4145,2,ATS Optimized + Strong,No Referral,None,0.63,0,No Offer,No
T3CS0076,Truba Institute,3,CSE,8.78,0,Backend,"TypeScript, Bash, Python, Rust, Go",FastAPI,156,122,61,339,0.73,201,Unrated/NA,1,Mid Startup (50-200),4,Original Team,Weekly,2,Knows basics well,DDIA,Strong,Excellent,Motivated,5,Basic (STAR method),Occasional,Meta Frontend Cert,1,3683,3,Average,No Referral,Passive (just LinkedIn),0.97,0,No Offer,No
T3CS0077,RJIT Gwalior,4,CSE,8.97,1,DevOps,"Kotlin, Rust, TypeScript, Bash, SQL","Express, Django, Spring Boot, Next.js",204,154,68,426,0.79,153,LeetCode Guardian,3,Mid Startup (50-200),6,Open Source Contrib,None,20,Knows basics,None,Weak,Average,Motivated,7,Fully Prepped,Books (DSA/System Design),Google ML Crash Course,5,3273,2,Good but not ATS,Alumni Referral,None,0.64,2,No Offer,No
T3CS0078,NRI Institute,4,CSE,5.83,0,Backend,"Python, TypeScript, Kotlin, Bash, Rust","Spring Boot, FastAPI, Express, Flutter, Node.js",187,160,4,351,0.38,412,Expert (CF),1,No Internship,6,Original Team,Monthly,15,Knows basics,DDIA,Moderate,Average,Neutral,30,None,Occasional,AWS Certified,3,145,2,Weak,Professor Referral,Passive (just LinkedIn),1.0,0,No Offer,No
T3CS0079,Malwa Institute,3,CSE,7.11,0,ML/AI,Go,"FastAPI, Next.js, Express",77,134,60,271,0.25,124,Top 50% LeetCode,0,No Internship,3,Team Clone,Rarely,20,Not started,DDIA,None,Average,Motivated,2,Basic (STAR method),Books (DSA/System Design),Meta Frontend Cert,0,3040,3,ATS Optimized + Strong,Yes - Strong Referral,Passive (just LinkedIn),0.28,0,No Offer,No
T3CS0080,IIST Indore,2,CSE,6.02,1,DevOps,"Python, Java, JavaScript","Next.js, Django",188,145,75,408,0.15,79,Unrated/NA,0,No Internship,8,Team Clone,Weekly,15,No idea,None,Strong,Good,Motivated,10,Basic (STAR method),Never,AWS Certified,1,1462,15,Average,Yes - Weak Referral,Active Outreach,0.48,5,No Offer,No
T3CS0081,Medicaps University,3,CSE,9.38,0,Cybersecurity,"Python, Go, Kotlin, SQL, Rust","Flutter, TensorFlow, Next.js, Spring Boot",107,64,47,218,0.23,303,LeetCode Guardian,2,Small Startup (10-50),6,Original Solo,Rarely,2,Surface knowledge,None,Weak,Good,Highly Motivated,5,Practiced 10+,Rarely,GCP Associate,1,4676,0,ATS Optimized + Strong,No Referral,Passive (just LinkedIn),0.79,0,No Offer,No
T3CS0082,IIST Indore,4,CSE,8.3,1,Systems,"Kotlin, Go, Java, Python, Bash, JavaScript, C++","Flutter, React",141,122,77,340,0.25,32,Unrated/NA,1,No Internship,3,Production Deployed,Monthly,15,No idea,None,Weak,Good,Motivated,15,None,Occasional,Coursera Specialization,2,1584,0,Weak,Yes - Strong Referral,None,0.78,0,Offer from Startup,No
T3CS0083,Oriental College,4,CSE,6.99,1,ML/AI,"Go, SQL, Rust, Bash, C++","PyTorch, Next.js",211,129,61,401,0.69,265,Top 25% LeetCode,2,Service Company (Tier-3),4,Team Clone,Rarely,10,Not started,Grokking SD,Moderate,Good,Highly Motivated,5,Basic (STAR method),Daily Tech Reading,Coursera Specialization,0,482,0,ATS Optimized,Yes - Weak Referral,Passive (just LinkedIn),0.85,5,Offer from Mid Company,No
T3CS0084,TIT Bhopal,3,CSE,5.79,1,Systems,"Rust, Go, SQL, Kotlin","Spring Boot, Next.js, Node.js, PyTorch",65,0,20,85,0.17,255,Specialist (CF),1,Service Company (Tier-3),4,Open Source Contrib,None,3,No idea,Grokking SD,None,Below Average,Passive,2,Basic (STAR method),Never,Multiple Certs,0,3179,0,Average,Alumni Referral,Passive (just LinkedIn),0.74,0,No Offer,No
T3CS0085,LNCT Bhopal,2,CSE,6.9,1,Cybersecurity,"Kotlin, Rust","Express, React, Node.js, Flutter",126,68,0,194,0.15,38,Top 25% LeetCode,1,No Internship,1,Production Deployed,Daily,15,Surface knowledge,Grokking + DDIA,Moderate,Average,Passive,20,Practiced 10+,Occasional,Coursera Specialization,0,1249,1,Good but not ATS,No Referral,Active Outreach,0.47,2,No Offer,No
T3CS0086,Oriental College,3,CSE,6.96,0,Systems,"Kotlin, Bash","React, TensorFlow, FastAPI",72,21,63,156,0.42,212,Top 10% LeetCode,2,Service Company (Tier-3),8,Team Clone,None,5,Knows basics,DDIA,Weak,Below Average,Passive,5,Basic (STAR method),Daily Tech Reading,Multiple Certs,0,4768,20,ATS Optimized + Strong,Yes - Weak Referral,None,0.33,2,No Offer,No
T3CS0087,Malwa Institute,4,CSE,8.78,0,Full Stack,"C++, Rust, Python, TypeScript, JavaScript, Kotlin, SQL","Node.js, FastAPI",52,133,41,226,0.4,0,Expert (CF),0,Small Startup (10-50),7,Open Source Contrib,Weekly,2,Knows basics well,DDIA,Moderate,Average,Motivated,5,Practiced 10+,Weekly Tech Blogs,GCP Associate,0,630,10,ATS Optimized + Strong,Professor Referral,None,0.8,5,No Offer,No
T3CS0088,TIT Bhopal,3,CSE,8.37,0,Data Engineering,"Rust, TypeScript, Bash","Django, FastAPI, Spring Boot",88,151,24,263,0.45,0,LeetCode Knight (near),0,Startup (<10 emp),3,Research Project,Monthly,3,Surface knowledge,None,None,Good,Neutral,0,Basic (STAR method),Never,Google ML Crash Course,3,661,3,No Resume Yet,No Referral,None,0.59,0,Offer from Startup,No
T3CS0089,Renaissance College,4,CSE,9.49,0,Systems,"TypeScript, Bash, Rust",Next.js,106,0,0,106,0.13,0,Top 50% LeetCode,3,Open Source Contribution Only,1,Production Deployed,Rarely,0,Knows basics well,Grokking SD,Moderate,Below Average,Low Effort,0,Practiced 10+,Books (DSA/System Design),Meta Frontend Cert,1,3503,20,Average,Professor Referral,None,0.72,2,Offer from Startup,No
T3CS0090,SIRT Bhopal,4,CSE,7.62,0,ML/AI,"Go, TypeScript, JavaScript",React,50,31,41,122,0.2,14,Expert (CF),3,Small Startup (10-50),3,Original Solo,Rarely,2,Surface knowledge,DDIA,Weak,Poor,Motivated,5,Practiced 10+,Never,AWS Certified,0,2852,0,ATS Optimized,Yes - Strong Referral,None,0.74,3,FAANG Offer,Yes
T3CS0091,SGSITS Indore,3,CSE,6.04,0,Data Engineering,"Go, SQL, Python, Java, Rust","Express, Node.js, PyTorch, FastAPI",121,92,56,269,0.44,329,LeetCode Knight (near),0,Open Source Contribution Only,4,Original Solo,Daily,1,Knows basics well,None,Weak,Excellent,Motivated,1,Practiced 30+,Rarely,AWS Certified,0,2466,0,ATS Optimized,Yes - Strong Referral,Active Outreach,0.79,0,No Offer,No
T3CS0092,SGSITS Indore,2,CSE,8.71,0,ML/AI,"Bash, Rust, Python, Go, SQL, C++","Django, FastAPI, React, Next.js, PyTorch, TensorFlow",171,89,74,334,0.76,66,Pupil,0,Open Source Contribution Only,5,Original Solo,Monthly,5,Knows basics,DDIA,Strong,Average,Neutral,0,Basic (STAR method),Books (DSA/System Design),Google ML Crash Course,5,987,5,Weak,No Referral,Active Outreach,1.0,3,Multiple FAANG Offers,Yes
T3CS0093,Truba Institute,3,CSE,8.92,0,Full Stack,"Rust, C++, TypeScript, Kotlin, Bash",Spring Boot,104,68,75,247,0.3,187,Master,1,No Internship,5,Open Source Contrib,None,0,Surface knowledge,Grokking SD,Moderate,Average,Highly Motivated,2,Basic (STAR method),Never,None,0,1546,2,No Resume Yet,Alumni Referral,Passive (just LinkedIn),0.46,0,No Offer,No
T3CS0094,Bansal College,2,CSE,8.03,0,DevOps,"Rust, Kotlin",Spring Boot,56,0,12,68,0.15,99,Candidate Master,0,Mid Startup (50-200),1,Production Deployed,Rarely,20,Not started,Grokking + DDIA,Moderate,Poor,Motivated,2,None,Daily Tech Reading,None,1,649,0,Good but not ATS,Professor Referral,Active Outreach,0.73,1,No Offer,No
T3CS0095,Malwa Institute,4,CSE,8.97,2,Android/iOS,"Rust, TypeScript, C++, Bash, Java","Spring Boot, Django, React, FastAPI, TensorFlow",127,159,56,342,0.31,139,Expert (CF),2,Mid Startup (50-200),6,Solo Clone,Rarely,3,Surface knowledge,Grokking + DDIA,Strong,Average,Motivated,2,None,Daily Tech Reading,Google ML Crash Course,0,968,3,No Resume Yet,No Referral,None,0.38,0,Offer from Startup,No
T3CS0096,Renaissance College,3,CSE,7.72,0,ML/AI,"C++, Kotlin, Bash, Python, Go","TensorFlow, Express, PyTorch, React",146,137,25,308,0.52,279,Newbie,0,MAANG/FAANG Adjacent,7,Production Deployed,Daily,0,Knows basics well,None,None,Good,Motivated,5,Basic (STAR method),Occasional,Google ML Crash Course,5,2637,20,Average,No Referral,Passive (just LinkedIn),0.58,2,Offer from Product Company,No
T3CS0097,Acropolis Institute,3,CSE,7.85,1,Data Engineering,"Rust, Kotlin, SQL","Flutter, Next.js, Express, FastAPI",174,190,75,439,0.38,225,LeetCode Knight (near),3,Service Company (Tier-3),7,Solo Clone,None,20,Knows basics well,Grokking SD,Weak,Excellent,Highly Motivated,5,Practiced 10+,Daily Tech Reading,Multiple Certs,3,1100,15,ATS Optimized,Yes - Weak Referral,Active Outreach,0.98,0,Offer from Startup,No
T3CS0098,Shri Vaishnav Institute,2,CSE,7.42,0,Systems,"Java, JavaScript, Rust, TypeScript, Kotlin, Bash","Express, React, Flutter, Spring Boot, TensorFlow",135,200,78,413,0.46,186,Top 50% LeetCode,3,Product Company,5,Production Deployed,Weekly,1,Not started,Grokking SD,Moderate,Poor,Highly Motivated,5,Practiced 30+,Weekly Tech Blogs,Google ML Crash Course,0,440,15,ATS Optimized + Strong,Yes - Weak Referral,Passive (just LinkedIn),0.64,4,Offer from Product Company,No
T3CS0099,RGPV Bhopal,4,CSE,5.61,0,ML/AI,SQL,Flutter,31,36,47,114,0.12,81,Top 10% LeetCode,0,No Internship,1,Team Clone,Weekly,2,Surface knowledge,DDIA,Moderate,Average,Passive,5,None,Books (DSA/System Design),Coursera Specialization,1,769,20,ATS Optimized,No Referral,Passive (just LinkedIn),0.26,4,No Offer,No
T3CS0100,TIT Bhopal,3,CSE,5.99,0,Data Engineering,"Bash, C++, Java, Go",Flutter,164,118,38,320,0.54,288,Master,0,Small Startup (10-50),7,Solo Clone,Daily,1,Surface knowledge,DDIA,Moderate,Poor,Low Effort,15,Basic (STAR method),Weekly Tech Blogs,Multiple Certs,0,1343,2,No Resume Yet,Yes - Weak Referral,None,0.95,0,Offer from Mid Company,No
T3CS0101,Shri Vaishnav Institute,3,CSE,5.64,4,Cybersecurity,"TypeScript, Java, Bash, JavaScript",TensorFlow,101,71,15,187,0.31,63,LeetCode Guardian,2,No Internship,3,Solo Clone,Monthly,0,Not started,None,Moderate,Average,Motivated,3,None,Weekly Tech Blogs,AWS Certified,0,4358,2,ATS Optimized + Strong,No Referral,Strong Network,0.68,0,No Offer,No
T3CS0102,Bansal College,3,CSE,8.36,0,Systems,"Bash, TypeScript, Java, C++, SQL",Flutter,255,272,37,564,0.28,181,Top 25% LeetCode,1,Service Company (Tier-3),5,Solo Clone,None,5,Surface knowledge,None,Weak,Excellent,Highly Motivated,20,Basic (STAR method),Books (DSA/System Design),GCP Associate,0,3729,0,Weak,Alumni Referral,None,0.62,4,Offer from Product Company,No
T3CS0103,TIT Bhopal,3,CSE,6.91,0,ML/AI,Kotlin,"Node.js, Spring Boot",106,130,19,255,0.26,40,Top 10% LeetCode,0,Small Startup (10-50),3,Open Source Contrib,Monthly,15,Knows basics,None,Moderate,Average,Neutral,10,None,Weekly Tech Blogs,Azure Fundamentals,1,3906,5,Good but not ATS,Yes - Strong Referral,Active Outreach,0.46,3,No Offer,No
T3CS0104,Truba Institute,4,CSE,7.79,0,Android/iOS,"SQL, C++, TypeScript",Next.js,54,31,0,85,0.18,52,LeetCode Guardian,2,Product Company,6,Research Project,Weekly,0,Not started,None,Moderate,Average,Neutral,5,Basic (STAR method),Daily Tech Reading,Azure Fundamentals,3,1577,0,ATS Optimized,Alumni Referral,Strong Network,0.45,0,Offer from Product Company,No
T3CS0105,Medicaps University,2,CSE,9.58,0,ML/AI,"Python, TypeScript, SQL","Next.js, Flutter, Spring Boot",62,85,0,147,0.55,165,Specialist (CF),0,Open Source Contribution Only,6,Production Deployed,Monthly,2,Not started,Grokking + DDIA,Strong,Poor,Motivated,20,Basic (STAR method),Occasional,GCP Associate,0,4008,0,ATS Optimized + Strong,Professor Referral,Active Outreach,0.85,1,Offer from Mid Company,No
T3CS0106,Renaissance College,4,CSE,6.62,0,Data Engineering,"C++, TypeScript, Rust, Kotlin, Python","React, PyTorch, Spring Boot",214,234,38,486,0.25,224,Top 50% LeetCode,0,Startup (<10 emp),5,Open Source Contrib,Weekly,3,Knows basics well,Grokking SD,Weak,Excellent,Low Effort,15,Practiced 30+,Never,Meta Frontend Cert,0,3351,5,Good but not ATS,No Referral,Passive (just LinkedIn),1.0,2,Offer from Startup,No
T3CS0107,SAGE University,4,CSE,7.35,0,Backend,SQL,TensorFlow,129,0,47,176,0.19,0,LeetCode Knight (near),2,Service Company (Tier-3),3,Team Clone,Weekly,20,Knows basics well,None,Moderate,Below Average,Highly Motivated,3,None,Daily Tech Reading,Multiple Certs,0,4795,0,Good but not ATS,No Referral,Passive (just LinkedIn),0.41,3,No Offer,No
T3CS0108,RGPV Bhopal,4,CSE,8.9,0,Backend,Python,Spring Boot,51,88,26,165,0.11,0,LeetCode Knight (near),1,Service Company (Tier-2),3,Original Solo,Weekly,3,Not started,None,Moderate,Excellent,Highly Motivated,3,Practiced 30+,Never,None,0,2349,10,No Resume Yet,Yes - Strong Referral,None,0.92,0,No Offer,No
T3CS0109,Truba Institute,3,CSE,6.53,0,DevOps,"Kotlin, Go, JavaScript, Bash","Spring Boot, Next.js, TensorFlow",207,230,90,527,0.8,302,Top 10% LeetCode,1,Mid Startup (50-200),5,Production Deployed,Rarely,5,No idea,None,Moderate,Excellent,Motivated,20,Practiced 10+,Never,GCP Associate,0,3602,5,Good but not ATS,Yes - Strong Referral,Active Outreach,0.64,1,Offer from Startup,No
T3CS0110,SIRT Bhopal,4,CSE,5.85,0,Data Engineering,"Rust, Java, C++, Bash, JavaScript","Spring Boot, Express",149,136,51,336,0.91,215,Top 25% LeetCode,0,Startup (<10 emp),5,Production Deployed,Monthly,3,Can design distributed systems,Grokking + DDIA,Moderate,Good,Low Effort,30,None,Weekly Tech Blogs,Coursera Specialization,3,1241,20,Weak,No Referral,None,0.99,1,Offer from Product Company,No
T3CS0111,LNCT Bhopal,4,CSE,6.8,0,DevOps,"Python, JavaScript, Rust",FastAPI,48,149,16,213,0.32,230,Top 50% LeetCode,1,Open Source Contribution Only,4,Production Deployed,Monthly,1,No idea,Grokking SD,Moderate,Good,Low Effort,30,Practiced 30+,Books (DSA/System Design),AWS Certified,2,1125,20,Weak,Professor Referral,Passive (just LinkedIn),0.66,5,No Offer,No
T3CS0112,Medicaps University,3,CSE,6.23,0,Cybersecurity,Java,Flutter,13,47,5,65,0.2,0,Expert (CF),0,Open Source Contribution Only,1,Original Solo,Rarely,0,Surface knowledge,None,Weak,Good,Passive,2,Practiced 10+,Books (DSA/System Design),Meta Frontend Cert,2,2601,0,Weak,Yes - Weak Referral,Passive (just LinkedIn),0.37,0,No Offer,No
T3CS0113,Medicaps University,3,CSE,9.68,0,Full Stack,"Rust, SQL, JavaScript, C++",React,68,5,0,73,0.16,62,Top 25% LeetCode,0,Small Startup (10-50),1,Original Solo,Monthly,5,No idea,None,Weak,Average,Neutral,1,Practiced 30+,Occasional,GCP Associate,0,1190,0,Good but not ATS,No Referral,Strong Network,0.63,3,No Offer,No
T3CS0114,Medicaps University,4,CSE,9.14,0,Data Engineering,"C++, JavaScript, SQL","Django, FastAPI",236,141,21,398,0.19,228,Candidate Master,0,Open Source Contribution Only,7,Production Deployed,Monthly,5,Knows basics well,DDIA,None,Average,Neutral,0,Basic (STAR method),Occasional,AWS Certified,3,4131,15,No Resume Yet,Yes - Strong Referral,Passive (just LinkedIn),0.89,0,Offer from Mid Company,No
T3CS0115,IES IPS Academy,4,CSE,8.35,0,Data Engineering,"Python, SQL, Go, Kotlin, TypeScript","Django, TensorFlow, Node.js, Spring Boot, Flutter",118,47,56,221,0.31,328,Top 50% LeetCode,0,No Internship,6,Solo Clone,Daily,3,Can design distributed systems,Multiple SD Books,Weak,Good,Motivated,3,Basic (STAR method),Books (DSA/System Design),None,1,4839,1,ATS Optimized + Strong,Yes - Weak Referral,None,0.6,4,No Offer,No
T3CS0116,TIT Bhopal,3,CSE,9.42,1,ML/AI,"Python, Go","FastAPI, PyTorch",36,0,41,77,0.16,0,LeetCode Guardian,1,Startup (<10 emp),4,Solo Clone,Rarely,10,Knows basics well,None,Moderate,Good,Passive,0,Basic (STAR method),Books (DSA/System Design),GCP Associate,1,4448,0,ATS Optimized + Strong,Yes - Strong Referral,Passive (just LinkedIn),0.6,0,No Offer,No
T3CS0117,Medicaps University,2,CSE,9.12,0,Cybersecurity,"Go, TypeScript, Kotlin, SQL",TensorFlow,75,153,9,237,0.14,240,Expert (CF),0,Startup (<10 emp),1,Original Team,Rarely,20,Knows basics,Grokking + DDIA,Moderate,Below Average,Low Effort,2,Practiced 10+,Daily Tech Reading,Coursera Specialization,5,72,0,Average,Professor Referral,Active Outreach,0.54,2,No Offer,No
T3CS0118,Acropolis Institute,2,CSE,6.34,0,DevOps,"C++, SQL, JavaScript, Rust, Java","Next.js, Express, Node.js, FastAPI, Flutter, PyTorch",183,287,131,601,0.49,283,Top 10% LeetCode,1,Startup (<10 emp),6,Original Solo,Rarely,2,Knows basics,None,Strong,Average,Motivated,20,Basic (STAR method),Rarely,Coursera Specialization,3,1914,5,ATS Optimized + Strong,Yes - Weak Referral,Passive (just LinkedIn),0.8,3,Offer from Mid Company,No
T3CS0119,Bansal College,3,CSE,9.52,0,Cybersecurity,Kotlin,"Flutter, Node.js",88,73,39,200,0.28,42,Specialist (CF),1,Service Company (Tier-2),3,Solo Clone,Monthly,1,Knows basics well,None,Strong,Below Average,Passive,20,None,Rarely,Meta Frontend Cert,5,2472,10,ATS Optimized,Professor Referral,Passive (just LinkedIn),0.1,3,FAANG Offer,Yes
T3CS0120,IES IPS Academy,4,CSE,7.93,0,ML/AI,JavaScript,React,126,93,27,246,0.28,6,Top 50% LeetCode,1,Mid Startup (50-200),6,Original Team,Monthly,20,Knows basics,None,None,Below Average,Motivated,1,Basic (STAR method),Daily Tech Reading,None,0,3046,0,Weak,No Referral,Active Outreach,0.5,1,No Offer,No
T3CS0121,Renaissance College,3,CSE,9.13,0,ML/AI,"Kotlin, Bash, Java","PyTorch, React, Next.js, Spring Boot, FastAPI, TensorFlow",221,190,106,517,1.0,172,Candidate Master,0,No Internship,5,Open Source Contrib,Daily,10,Surface knowledge,Multiple SD Books,Moderate,Good,Motivated,2,Basic (STAR method),Daily Tech Reading,None,3,707,3,No Resume Yet,Professor Referral,None,0.91,1,No Offer,No
T3CS0122,IES IPS Academy,2,CSE,9.53,0,Android/iOS,"JavaScript, Bash, Go, Rust","Flutter, Django",42,62,0,104,0.21,30,Candidate Master,1,MAANG/FAANG Adjacent,6,Open Source Contrib,Rarely,10,Surface knowledge,Grokking SD,Moderate,Below Average,Passive,7,Practiced 30+,Never,Coursera Specialization,3,1804,15,No Resume Yet,Professor Referral,Passive (just LinkedIn),0.78,2,No Offer,No
